"","ensembl_gene_id","external_gene_name","chromosome_name","transcript_biotype"
"25287","ENSDARG00000089607","","17","protein_coding"
"25288","ENSDARG00000115640","sprn2","CHR_ALT_CTG10_1_18","protein_coding"
"25289","ENSDARG00000088862","stxbp6","17","protein_coding"
"25290","ENSDARG00000115206","zp3f.1","CHR_ALT_CTG2_1_3","protein_coding"
"25291","ENSDARG00000053326","gna11b","2","protein_coding"
"25292","ENSDARG00000077174","QSOX2","5","protein_coding"
"25293","ENSDARG00000111820","","3","protein_coding"
"25294","ENSDARG00000110083","","CHR_ALT_CTG5_1_25","protein_coding"
"25295","ENSDARG00000115485","nabp1a","CHR_ALT_CTG9_1_11","protein_coding"
"25296","ENSDARG00000114377","","3","protein_coding"
"25297","ENSDARG00000103752","DUSP26","10","protein_coding"
"25298","ENSDARG00000110025","","CHR_ALT_CTG10_2_8","protein_coding"
"25299","ENSDARG00000110493","","CHR_ALT_CTG15_2_4","protein_coding"
"25300","ENSDARG00000110877","","2","protein_coding"
"25301","ENSDARG00000099757","wdr47b","22","protein_coding"
"25302","ENSDARG00000076277","","1","protein_coding"
"25303","ENSDARG00000038954","ctnnbip1","23","protein_coding"
"25304","ENSDARG00000116725","","25","protein_coding"
"25305","ENSDARG00000059853","manbal","6","protein_coding"
"25306","ENSDARG00000079251","nlgn2b","10","protein_coding"
"25307","ENSDARG00000116193","","11","protein_coding"
"25308","ENSDARG00000114518","lmo3","CHR_ALT_CTG4_1_7","protein_coding"
"25309","ENSDARG00000114613","","CHR_ALT_CTG10_1_20","protein_coding"
"25310","ENSDARG00000102282","","KN150317.1","protein_coding"
"25311","ENSDARG00000104795","","1","protein_coding"
"25312","ENSDARG00000019588","chico","2","protein_coding"
"25313","ENSDARG00000023272","tfap2d","20","protein_coding"
"25314","ENSDARG00000026895","tor1l3","23","protein_coding"
"25315","ENSDARG00000110159","lig1","CHR_ALT_CTG2_1_9","protein_coding"
"25316","ENSDARG00000114872","tefm","CHR_ALT_CTG6_2_4","protein_coding"
"25317","ENSDARG00000114138","","CHR_ALT_CTG10_1_20","protein_coding"
"25318","ENSDARG00000112292","","CHR_ALT_CTG10_1_20","protein_coding"
"25319","ENSDARG00000100057","ppfibp1b","18","protein_coding"
"25320","ENSDARG00000112122","srgap2","CHR_ALT_CTG11_2_8","protein_coding"
"25321","ENSDARG00000068181","dpep1","7","protein_coding"
"25322","ENSDARG00000100739","","1","protein_coding"
"25323","ENSDARG00000087759","CNIH4","16","protein_coding"
"25324","ENSDARG00000117054","or30bu2","CHR_ALT_CTG10_1_33","protein_coding"
"25325","ENSDARG00000059634","thumpd3","6","protein_coding"
"25326","ENSDARG00000115572","figla","CHR_ALT_CTG5_1_9","protein_coding"
"25327","ENSDARG00000112966","tor4ab","CHR_ALT_CTG5_3_1","protein_coding"
"25328","ENSDARG00000103691","RFX7","25","protein_coding"
"25329","ENSDARG00000115214","six2a","CHR_ALT_CTG13_1_9","protein_coding"
"25330","ENSDARG00000100159","angptl1b","2","protein_coding"
"25331","ENSDARG00000039901","sh3gl2b","23","protein_coding"
"25332","ENSDARG00000111765","hmx1","CHR_ALT_CTG1_1_42","protein_coding"
"25333","ENSDARG00000101959","etv1","15","protein_coding"
"25334","ENSDARG00000098992","zgc:114119","19","protein_coding"
"25335","ENSDARG00000114315","cbx8b","CHR_ALT_CTG6_1_14","protein_coding"
"25336","ENSDARG00000078683","RNF14","15","protein_coding"
"25337","ENSDARG00000112797","peli1b","CHR_ALT_CTG17_1_18","protein_coding"
"25338","ENSDARG00000113888","","CHR_ALT_CTG23_1_8","protein_coding"
"25339","ENSDARG00000026417","","24","protein_coding"
"25340","ENSDARG00000098286","","13","protein_coding"
"25341","ENSDARG00000111203","igfbp5a","CHR_ALT_CTG6_1_11","protein_coding"
"25342","ENSDARG00000008219","crygm4","6","protein_coding"
"25343","ENSDARG00000115432","zgc:174259","CHR_ALT_CTG5_2_4","protein_coding"
"25344","ENSDARG00000115007","","23","protein_coding"
"25345","ENSDARG00000116146","","24","protein_coding"
"25346","ENSDARG00000063433","atp2b2","11","protein_coding"
"25347","ENSDARG00000115527","","CHR_ALT_CTG4_1_9","protein_coding"
"25348","ENSDARG00000109826","","3","protein_coding"
"25349","ENSDARG00000113214","tada3l","CHR_ALT_CTG11_2_5","protein_coding"
"25350","ENSDARG00000014488","ca2","24","protein_coding"
"25351","ENSDARG00000113354","atp1b2b","CHR_ALT_CTG5_1_36","protein_coding"
"25352","ENSDARG00000101437","FSBP","16","protein_coding"
"25353","ENSDARG00000098243","","4","protein_coding"
"25354","ENSDARG00000110020","zgc:56628","2","protein_coding"
"25355","ENSDARG00000100821","scrt1a","19","protein_coding"
"25356","ENSDARG00000089434","etv7","23","protein_coding"
"25357","ENSDARG00000101019","ext1b","19","protein_coding"
"25358","ENSDARG00000102332","spint1a","17","protein_coding"
"25359","ENSDARG00000063254","r3hdm4","11","protein_coding"
"25360","ENSDARG00000114350","","11","protein_coding"
"25361","ENSDARG00000115753","ufsp2","CHR_ALT_CTG1_1_12","protein_coding"
"25362","ENSDARG00000015851","pnn","17","protein_coding"
"25363","ENSDARG00000113067","tbx4","CHR_ALT_CTG15_1_18","protein_coding"
"25364","ENSDARG00000060695","znf346","21","protein_coding"
"25365","ENSDARG00000077809","il13","9","protein_coding"
"25366","ENSDARG00000098966","","22","protein_coding"
"25367","ENSDARG00000109880","kif3a","CHR_ALT_CTG14_2_4","protein_coding"
"25368","ENSDARG00000103290","","14","protein_coding"
"25369","ENSDARG00000113659","","16","protein_coding"
"25370","ENSDARG00000115161","","KN149950.1","protein_coding"
"25371","ENSDARG00000112258","","23","protein_coding"
"25372","ENSDARG00000112995","cab39l1","CHR_ALT_CTG14_1_25","protein_coding"
"25373","ENSDARG00000111229","zgc:66447","CHR_ALT_CTG14_1_6","protein_coding"
"25374","ENSDARG00000101530","prr16","8","protein_coding"
"25375","ENSDARG00000008662","fign","9","protein_coding"
"25376","ENSDARG00000099854","HTR7","12","protein_coding"
"25377","ENSDARG00000114758","","CHR_ALT_CTG24_1_13","protein_coding"
"25378","ENSDARG00000098587","","21","protein_coding"
"25379","ENSDARG00000110884","","CHR_ALT_CTG24_1_14","protein_coding"
"25380","ENSDARG00000116237","tmem41ab","CHR_ALT_CTG1_1_32","protein_coding"
"25381","ENSDARG00000059774","dub","21","protein_coding"
"25382","ENSDARG00000101795","","13","protein_coding"
"25383","ENSDARG00000104043","gng10","5","protein_coding"
"25384","ENSDARG00000090277","","4","protein_coding"
"25385","ENSDARG00000110019","","6","protein_coding"
"25386","ENSDARG00000110302","","CHR_ALT_CTG1_1_19","protein_coding"
"25387","ENSDARG00000111978","josd2","CHR_ALT_CTG16_1_8","protein_coding"
"25388","ENSDARG00000035095","tdgf1","10","protein_coding"
"25389","ENSDARG00000101297","tmem266","25","protein_coding"
"25390","ENSDARG00000099185","chia.2","11","protein_coding"
"25391","ENSDARG00000103551","","12","protein_coding"
"25392","ENSDARG00000039256","spega","6","protein_coding"
"25393","ENSDARG00000100555","aqp11","18","protein_coding"
"25394","ENSDARG00000078335","AMOT","21","protein_coding"
"25395","ENSDARG00000054534","ACOT12","10","protein_coding"
"25396","ENSDARG00000024416","polr1f","19","protein_coding"
"25397","ENSDARG00000116895","","24","protein_coding"
"25398","ENSDARG00000110287","erbb3b","CHR_ALT_CTG23_1_26","protein_coding"
"25399","ENSDARG00000109547","grhprb","CHR_ALT_CTG1_1_16","protein_coding"
"25400","ENSDARG00000113759","tars1","CHR_ALT_CTG5_1_44","protein_coding"
"25401","ENSDARG00000100374","txnrd3","6","protein_coding"
"25402","ENSDARG00000099511","","22","protein_coding"
"25403","ENSDARG00000110919","ehd1b","CHR_ALT_CTG10_1_25","protein_coding"
"25404","ENSDARG00000100897","pdgfrb","14","protein_coding"
"25405","ENSDARG00000088198","","22","protein_coding"
"25406","ENSDARG00000067815","","2","protein_coding"
"25407","ENSDARG00000068417","foxl2b","2","protein_coding"
"25408","ENSDARG00000110850","","CHR_ALT_CTG13_1_6","protein_coding"
"25409","ENSDARG00000018653","acot7","8","protein_coding"
"25410","ENSDARG00000114616","","21","protein_coding"
"25411","ENSDARG00000116566","","CHR_ALT_CTG12_1_11","protein_coding"
"25412","ENSDARG00000110702","","3","protein_coding"
"25413","ENSDARG00000103600","st8sia4","10","protein_coding"
"25414","ENSDARG00000045979","zgc:153704","5","protein_coding"
"25415","ENSDARG00000112137","","CHR_ALT_CTG2_1_1","protein_coding"
"25416","ENSDARG00000039934","","10","protein_coding"
"25417","ENSDARG00000112616","xpo6","CHR_ALT_CTG3_1_8","protein_coding"
"25418","ENSDARG00000111624","mcm6l","CHR_ALT_CTG2_1_12","protein_coding"
"25419","ENSDARG00000112522","","13","protein_coding"
"25420","ENSDARG00000104806","fbxw11a","14","protein_coding"
"25421","ENSDARG00000102600","","KN149847.1","protein_coding"
"25422","ENSDARG00000109743","","15","protein_coding"
"25423","ENSDARG00000114822","","CHR_ALT_CTG6_1_37","protein_coding"
"25424","ENSDARG00000112480","nr3c1","CHR_ALT_CTG14_2_4","protein_coding"
"25425","ENSDARG00000114583","","14","protein_coding"
"25426","ENSDARG00000055550","","21","protein_coding"
"25427","ENSDARG00000113159","","CHR_ALT_CTG1_1_26","protein_coding"
"25428","ENSDARG00000113764","rcn2","CHR_ALT_CTG18_2_10","protein_coding"
"25429","ENSDARG00000103069","","15","protein_coding"
"25430","ENSDARG00000117069","","17","protein_coding"
"25431","ENSDARG00000112000","kctd13","CHR_ALT_CTG3_1_8","protein_coding"
"25432","ENSDARG00000110344","angptl7","CHR_ALT_CTG8_1_27","protein_coding"
"25433","ENSDARG00000070299","","4","protein_coding"
"25434","ENSDARG00000101656","","3","protein_coding"
"25435","ENSDARG00000112209","","25","protein_coding"
"25436","ENSDARG00000052413","crfb12","5","protein_coding"
"25437","ENSDARG00000113405","","CHR_ALT_CTG5_1_11","protein_coding"
"25438","ENSDARG00000074341","hykk.2","22","protein_coding"
"25439","ENSDARG00000115651","","16","protein_coding"
"25440","ENSDARG00000057477","LRRC28","7","protein_coding"
"25441","ENSDARG00000017891","tcp1","23","protein_coding"
"25442","ENSDARG00000024728","hdhd2","10","protein_coding"
"25443","ENSDARG00000104962","","2","protein_coding"
"25444","ENSDARG00000052396","pkz","13","protein_coding"
"25445","ENSDARG00000115272","","CHR_ALT_CTG17_1_4","protein_coding"
"25446","ENSDARG00000109909","","CHR_ALT_CTG23_1_29","protein_coding"
"25447","ENSDARG00000112985","hnf4a","CHR_ALT_CTG23_1_27","protein_coding"
"25448","ENSDARG00000113394","dgke","CHR_ALT_CTG6_1_14","protein_coding"
"25449","ENSDARG00000112354","zic2b","CHR_ALT_CTG1_1_31","protein_coding"
"25450","ENSDARG00000109493","gtf2a2","CHR_ALT_CTG7_2_4","protein_coding"
"25451","ENSDARG00000032896","xgb","17","protein_coding"
"25452","ENSDARG00000110892","cfd","CHR_ALT_CTG13_2_4","protein_coding"
"25453","ENSDARG00000105391","","7","protein_coding"
"25454","ENSDARG00000114116","mboat1","CHR_ALT_CTG16_1_2","protein_coding"
"25455","ENSDARG00000114247","wdr44","CHR_ALT_CTG5_3_2","protein_coding"
"25456","ENSDARG00000101527","","9","protein_coding"
"25457","ENSDARG00000114177","trhr2","CHR_ALT_CTG18_1_18","protein_coding"
"25458","ENSDARG00000102249","pepd","18","protein_coding"
"25459","ENSDARG00000115471","wasla","CHR_ALT_CTG25_2_3","protein_coding"
"25460","ENSDARG00000116222","rhbdl3","CHR_ALT_CTG6_1_15","protein_coding"
"25461","ENSDARG00000116885","","CHR_ALT_CTG1_2_8","protein_coding"
"25462","ENSDARG00000076211","","CHR_ALT_CTG3_1_31","protein_coding"
"25463","ENSDARG00000036793","","17","protein_coding"
"25464","ENSDARG00000109608","grwd1","CHR_ALT_CTG16_1_8","protein_coding"
"25465","ENSDARG00000090213","","24","protein_coding"
"25466","ENSDARG00000112267","eif2ak1","CHR_ALT_CTG12_1_6","protein_coding"
"25467","ENSDARG00000091027","aqp1a.2","2","protein_coding"
"25468","ENSDARG00000100332","","KN150630.1","protein_coding"
"25469","ENSDARG00000115300","spon2a","CHR_ALT_CTG14_1_14","protein_coding"
"25470","ENSDARG00000109945","gamt","CHR_ALT_CTG11_1_2","protein_coding"
"25471","ENSDARG00000112388","osbpl7","CHR_ALT_CTG12_1_20","protein_coding"
"25472","ENSDARG00000111371","cbwd","CHR_ALT_CTG8_1_16","protein_coding"
"25473","ENSDARG00000088439","gm2a","14","protein_coding"
"25474","ENSDARG00000114735","ppfibp1b","CHR_ALT_CTG18_2_4","protein_coding"
"25475","ENSDARG00000098551","","4","protein_coding"
"25476","ENSDARG00000109983","","CHR_ALT_CTG5_1_41","protein_coding"
"25477","ENSDARG00000111056","hoxb8b","CHR_ALT_CTG12_1_19","protein_coding"
"25478","ENSDARG00000109230","dgcr2","CHR_ALT_CTG10_1_36","protein_coding"
"25479","ENSDARG00000104193","","3","protein_coding"
"25480","ENSDARG00000094854","ms4a17a.9","4","protein_coding"
"25481","ENSDARG00000103562","","17","protein_coding"
"25482","ENSDARG00000110009","","CHR_ALT_CTG17_1_3","protein_coding"
"25483","ENSDARG00000101481","rbp5","16","protein_coding"
"25484","ENSDARG00000109663","","22","protein_coding"
"25485","ENSDARG00000116239","","CHR_ALT_CTG13_1_4","protein_coding"
"25486","ENSDARG00000036929","rnf139","19","protein_coding"
"25487","ENSDARG00000067806","zgc:158432","5","protein_coding"
"25488","ENSDARG00000114543","","CHR_ALT_CTG18_1_21","protein_coding"
"25489","ENSDARG00000111453","","CHR_ALT_CTG15_1_15","protein_coding"
"25490","ENSDARG00000090570","NAA40","4","protein_coding"
"25491","ENSDARG00000112459","cfap97","CHR_ALT_CTG1_1_12","protein_coding"
"25492","ENSDARG00000110300","casp22","CHR_ALT_CTG5_1_12","protein_coding"
"25493","ENSDARG00000114067","tspan17","14","protein_coding"
"25494","ENSDARG00000033009","h3f3c","5","protein_coding"
"25495","ENSDARG00000114918","tph1a","CHR_ALT_CTG25_1_2","protein_coding"
"25496","ENSDARG00000111947","mrpl23","CHR_ALT_CTG25_1_20","protein_coding"
"25497","ENSDARG00000115306","","CHR_ALT_CTG5_1_51","protein_coding"
"25498","ENSDARG00000114628","rps3a","CHR_ALT_CTG1_2_8","protein_coding"
"25499","ENSDARG00000099873","zgc:163083","3","protein_coding"
"25500","ENSDARG00000112205","mrpl10","CHR_ALT_CTG12_1_20","protein_coding"
"25501","ENSDARG00000110888","abcd3a","CHR_ALT_CTG24_2_5","protein_coding"
"25502","ENSDARG00000111780","crygs2","CHR_ALT_CTG9_2_7","protein_coding"
"25503","ENSDARG00000099419","","KN150241.1","protein_coding"
"25504","ENSDARG00000112510","tmem199","CHR_ALT_CTG15_1_16","protein_coding"
"25505","ENSDARG00000114579","epb41l5","CHR_ALT_CTG9_2_9","protein_coding"
"25506","ENSDARG00000101293","pkn2b","6","protein_coding"
"25507","ENSDARG00000102423","KYAT3","KZ116065.1","protein_coding"
"25508","ENSDARG00000110368","btc","CHR_ALT_CTG21_1_10","protein_coding"
"25509","ENSDARG00000110525","zgc:109982","CHR_ALT_CTG6_1_18","protein_coding"
"25510","ENSDARG00000105265","zgc:171534","13","protein_coding"
"25511","ENSDARG00000104519","KDELR3","3","protein_coding"
"25512","ENSDARG00000030417","","1","protein_coding"
"25513","ENSDARG00000110299","","CHR_ALT_CTG24_1_2","protein_coding"
"25514","ENSDARG00000070431","fip1l1b","1","protein_coding"
"25515","ENSDARG00000068050","agbl4","8","protein_coding"
"25516","ENSDARG00000115475","ccdc92","CHR_ALT_CTG8_1_25","protein_coding"
"25517","ENSDARG00000091718","","22","protein_coding"
"25518","ENSDARG00000107912","","20","protein_coding"
"25519","ENSDARG00000104568","","3","protein_coding"
"25520","ENSDARG00000109706","","CHR_ALT_CTG18_2_6","protein_coding"
"25521","ENSDARG00000117182","afap1l1a","CHR_ALT_CTG14_2_7","protein_coding"
"25522","ENSDARG00000078272","CABP7","5","protein_coding"
"25523","ENSDARG00000115178","","7","protein_coding"
"25524","ENSDARG00000110630","","CHR_ALT_CTG18_1_18","protein_coding"
"25525","ENSDARG00000109833","sh3glb2b","CHR_ALT_CTG5_1_23","protein_coding"
"25526","ENSDARG00000109635","","CHR_ALT_CTG14_1_3","protein_coding"
"25527","ENSDARG00000114957","","CHR_ALT_CTG20_1_1","protein_coding"
"25528","ENSDARG00000098081","GABRR1","17","protein_coding"
"25529","ENSDARG00000102267","znf750","3","protein_coding"
"25530","ENSDARG00000113778","","CHR_ALT_CTG2_2_1","protein_coding"
"25531","ENSDARG00000105321","aspscr1","11","protein_coding"
"25532","ENSDARG00000114993","","CHR_ALT_CTG13_1_6","protein_coding"
"25533","ENSDARG00000079555","ccdc85cb","20","protein_coding"
"25534","ENSDARG00000111320","nudt14","CHR_ALT_CTG20_1_10","protein_coding"
"25535","ENSDARG00000113666","","22","protein_coding"
"25536","ENSDARG00000115603","","8","protein_coding"
"25537","ENSDARG00000115404","","CHR_ALT_CTG6_1_36","protein_coding"
"25538","ENSDARG00000076191","","25","protein_coding"
"25539","ENSDARG00000043571","kif2a","8","protein_coding"
"25540","ENSDARG00000078214","mybbp1a","5","protein_coding"
"25541","ENSDARG00000099517","adss1","17","protein_coding"
"25542","ENSDARG00000109215","","2","protein_coding"
"25543","ENSDARG00000110588","","CHR_ALT_CTG18_1_36","protein_coding"
"25544","ENSDARG00000111965","si:dkey-239i20.2","CHR_ALT_CTG20_1_6","protein_coding"
"25545","ENSDARG00000111475","gpr84","CHR_ALT_CTG6_1_38","protein_coding"
"25546","ENSDARG00000098777","","19","protein_coding"
"25547","ENSDARG00000116757","hk2","CHR_ALT_CTG5_1_9","protein_coding"
"25548","ENSDARG00000111373","","12","protein_coding"
"25549","ENSDARG00000109932","glmnb","CHR_ALT_CTG6_1_24","protein_coding"
"25550","ENSDARG00000111094","taar12c","CHR_ALT_CTG20_1_18","protein_coding"
"25551","ENSDARG00000116101","HNRNPLL","11","protein_coding"
"25552","ENSDARG00000090965","","7","protein_coding"
"25553","ENSDARG00000113437","atp6v1aa","CHR_ALT_CTG5_1_14","protein_coding"
"25554","ENSDARG00000111509","dtwd1","18","protein_coding"
"25555","ENSDARG00000105490","","7","protein_coding"
"25556","ENSDARG00000111503","","22","protein_coding"
"25557","ENSDARG00000116070","","CHR_ALT_CTG14_1_30","protein_coding"
"25558","ENSDARG00000113371","","21","protein_coding"
"25559","ENSDARG00000117000","","13","protein_coding"
"25560","ENSDARG00000111066","trpc6a","CHR_ALT_CTG21_1_14","protein_coding"
"25561","ENSDARG00000053802","","2","protein_coding"
"25562","ENSDARG00000112328","","CHR_ALT_CTG9_1_9","protein_coding"
"25563","ENSDARG00000102675","","22","protein_coding"
"25564","ENSDARG00000090418","wdsub1","6","protein_coding"
"25565","ENSDARG00000117159","","8","protein_coding"
"25566","ENSDARG00000036613","TAB1","6","protein_coding"
"25567","ENSDARG00000112363","malt2","CHR_ALT_CTG22_1_2","protein_coding"
"25568","ENSDARG00000113217","gig2h","CHR_ALT_CTG21_1_14","protein_coding"
"25569","ENSDARG00000109582","","16","protein_coding"
"25570","ENSDARG00000109423","","CHR_ALT_CTG7_1_11","protein_coding"
"25571","ENSDARG00000021984","ndufa2","21","protein_coding"
"25572","ENSDARG00000104031","mrpl33","17","protein_coding"
"25573","ENSDARG00000114704","KCTD20","22","protein_coding"
"25574","ENSDARG00000116065","","13","protein_coding"
"25575","ENSDARG00000111000","","CHR_ALT_CTG17_1_3","protein_coding"
"25576","ENSDARG00000116598","","CHR_ALT_CTG16_1_2","protein_coding"
"25577","ENSDARG00000113589","ccdc3a","CHR_ALT_CTG4_1_3","protein_coding"
"25578","ENSDARG00000111211","","21","protein_coding"
"25579","ENSDARG00000104483","gipc1","3","protein_coding"
"25580","ENSDARG00000025372","admp","2","protein_coding"
"25581","ENSDARG00000011094","ccna2","14","protein_coding"
"25582","ENSDARG00000116738","lrrc39","CHR_ALT_CTG22_1_3","protein_coding"
"25583","ENSDARG00000115756","","8","protein_coding"
"25584","ENSDARG00000110140","fbxo40.1","CHR_ALT_CTG21_1_14","protein_coding"
"25585","ENSDARG00000111800","mus81","CHR_ALT_CTG7_1_14","protein_coding"
"25586","ENSDARG00000111194","gdpd1","CHR_ALT_CTG15_1_12","protein_coding"
"25587","ENSDARG00000025703","DMGDH","21","protein_coding"
"25588","ENSDARG00000117181","","CHR_ALT_CTG22_1_28","protein_coding"
"25589","ENSDARG00000110992","idh3b","CHR_ALT_CTG21_1_5","protein_coding"
"25590","ENSDARG00000110857","phaf1","CHR_ALT_CTG18_1_18","protein_coding"
"25591","ENSDARG00000113169","ch25hl1.1","CHR_ALT_CTG18_1_30","protein_coding"
"25592","ENSDARG00000089914","CLINT1","21","protein_coding"
"25593","ENSDARG00000115853","sgms1a","CHR_ALT_CTG17_1_17","protein_coding"
"25594","ENSDARG00000098739","h2af1al","KN150699.1","protein_coding"
"25595","ENSDARG00000111315","","3","protein_coding"
"25596","ENSDARG00000045946","sec24d","7","protein_coding"
"25597","ENSDARG00000109670","lpcat3","CHR_ALT_CTG16_2_1","protein_coding"
"25598","ENSDARG00000114575","si:dkey-37m8.11","CHR_ALT_CTG22_1_28","protein_coding"
"25599","ENSDARG00000103608","","11","protein_coding"
"25600","ENSDARG00000116581","ptger2b","CHR_ALT_CTG20_1_4","protein_coding"
"25601","ENSDARG00000099023","","22","protein_coding"
"25602","ENSDARG00000113269","si:dkey-25e12.3","CHR_ALT_CTG20_1_15","protein_coding"
"25603","ENSDARG00000105019","","KN147636.1","protein_coding"
"25604","ENSDARG00000111132","ogfr2","CHR_ALT_CTG11_2_7","protein_coding"
"25605","ENSDARG00000116177","","4","protein_coding"
"25606","ENSDARG00000044010","loxl2a","10","protein_coding"
"25607","ENSDARG00000038191","smtla","18","protein_coding"
"25608","ENSDARG00000058985","KCNJ6","10","protein_coding"
"25609","ENSDARG00000104306","UBR1","17","protein_coding"
"25610","ENSDARG00000116655","","CHR_ALT_CTG11_3_1","protein_coding"
"25611","ENSDARG00000090038","","4","protein_coding"
"25612","ENSDARG00000111957","","CHR_ALT_CTG16_1_15","protein_coding"
"25613","ENSDARG00000109568","PLPP7","5","protein_coding"
"25614","ENSDARG00000113718","","CHR_ALT_CTG1_1_23","protein_coding"
"25615","ENSDARG00000091521","MAP3K11","7","protein_coding"
"25616","ENSDARG00000114005","szrd1","CHR_ALT_CTG23_1_25","protein_coding"
"25617","ENSDARG00000115634","wdr74","CHR_ALT_CTG10_2_4","protein_coding"
"25618","ENSDARG00000059711","nol6","5","protein_coding"
"25619","ENSDARG00000092204","ms4a17a.5","4","protein_coding"
"25620","ENSDARG00000114991","tmem14cb","24","protein_coding"
"25621","ENSDARG00000114869","vsig8a","CHR_ALT_CTG10_1_15","protein_coding"
"25622","ENSDARG00000100303","","24","protein_coding"
"25623","ENSDARG00000074750","QSER1","18","protein_coding"
"25624","ENSDARG00000113182","chmp2ba","CHR_ALT_CTG9_1_5","protein_coding"
"25625","ENSDARG00000116777","fan1","CHR_ALT_CTG18_2_9","protein_coding"
"25626","ENSDARG00000112401","gstt1b","CHR_ALT_CTG21_1_5","protein_coding"
"25627","ENSDARG00000076873","AJM1","8","protein_coding"
"25628","ENSDARG00000114510","gltpd2b","CHR_ALT_CTG5_1_36","protein_coding"
"25629","ENSDARG00000112578","","CHR_ALT_CTG5_1_3","protein_coding"
"25630","ENSDARG00000103609","mib2","8","protein_coding"
"25631","ENSDARG00000105784","","4","protein_coding"
"25632","ENSDARG00000020371","g6pc3","12","protein_coding"
"25633","ENSDARG00000115313","","CHR_ALT_CTG12_1_25","protein_coding"
"25634","ENSDARG00000113942","chp2","CHR_ALT_CTG15_1_15","protein_coding"
"25635","ENSDARG00000109256","","14","protein_coding"
"25636","ENSDARG00000117150","pgd","CHR_ALT_CTG23_1_30","protein_coding"
"25637","ENSDARG00000114929","skp2","CHR_ALT_CTG21_2_4","protein_coding"
"25638","ENSDARG00000102401","zgc:173517","3","protein_coding"
"25639","ENSDARG00000115803","","CHR_ALT_CTG9_1_7","protein_coding"
"25640","ENSDARG00000117192","si:dkey-30k22.5","CHR_ALT_CTG1_1_25","protein_coding"
"25641","ENSDARG00000111260","glt8d2","CHR_ALT_CTG4_2_1","protein_coding"
"25642","ENSDARG00000110627","","21","protein_coding"
"25643","ENSDARG00000115741","","6","protein_coding"
"25644","ENSDARG00000111971","selenou1a","CHR_ALT_CTG13_1_17","protein_coding"
"25645","ENSDARG00000104399","","22","protein_coding"
"25646","ENSDARG00000073821","","22","protein_coding"
"25647","ENSDARG00000114684","pgm5","CHR_ALT_CTG8_1_16","protein_coding"
"25648","ENSDARG00000115922","msmo1","CHR_ALT_CTG1_2_3","protein_coding"
"25649","ENSDARG00000042561","lpar2b","1","protein_coding"
"25650","ENSDARG00000111447","shha","CHR_ALT_CTG7_1_34","protein_coding"
"25651","ENSDARG00000099720","evlb","20","protein_coding"
"25652","ENSDARG00000117039","","CHR_ALT_CTG23_1_33","protein_coding"
"25653","ENSDARG00000111917","rab18a","CHR_ALT_CTG12_1_12","protein_coding"
"25654","ENSDARG00000103284","","2","protein_coding"
"25655","ENSDARG00000005526","igfn1.1","6","protein_coding"
"25656","ENSDARG00000094155","","22","protein_coding"
"25657","ENSDARG00000116083","","CHR_ALT_CTG15_1_8","protein_coding"
"25658","ENSDARG00000116556","","20","protein_coding"
"25659","ENSDARG00000114436","taar12b","CHR_ALT_CTG20_2_3","protein_coding"
"25660","ENSDARG00000060618","IPO13","20","protein_coding"
"25661","ENSDARG00000113390","","CHR_ALT_CTG11_1_5","protein_coding"
"25662","ENSDARG00000111287","","CHR_ALT_CTG5_2_2","protein_coding"
"25663","ENSDARG00000117072","pbldp","CHR_ALT_CTG13_1_25","protein_coding"
"25664","ENSDARG00000062568","mrpl2","13","protein_coding"
"25665","ENSDARG00000116984","","22","protein_coding"
"25666","ENSDARG00000039517","c8b","2","protein_coding"
"25667","ENSDARG00000106760","golim4a","KN150030.1","protein_coding"
"25668","ENSDARG00000091754","","3","protein_coding"
"25669","ENSDARG00000068729","eif2ak2","13","protein_coding"
"25670","ENSDARG00000099098","","16","protein_coding"
"25671","ENSDARG00000115965","kmt5b","CHR_ALT_CTG18_1_23","protein_coding"
"25672","ENSDARG00000112280","taar15","CHR_ALT_CTG20_1_18","protein_coding"
"25673","ENSDARG00000111290","ERG28","17","protein_coding"
"25674","ENSDARG00000109898","","CHR_ALT_CTG3_2_5","protein_coding"
"25675","ENSDARG00000117059","rgs7bpb","CHR_ALT_CTG21_1_12","protein_coding"
"25676","ENSDARG00000052511","lin28b","20","protein_coding"
"25677","ENSDARG00000114343","","CHR_ALT_CTG12_1_11","protein_coding"
"25678","ENSDARG00000114013","","CHR_ALT_CTG7_1_24","protein_coding"
"25679","ENSDARG00000112404","psmc1a","CHR_ALT_CTG17_1_5","protein_coding"
"25680","ENSDARG00000112645","","CHR_ALT_CTG6_2_14","protein_coding"
"25681","ENSDARG00000112721","dennd4a","CHR_ALT_CTG18_1_20","protein_coding"
"25682","ENSDARG00000017315","larp7","7","protein_coding"
"25683","ENSDARG00000023472","ctnnb2","19","protein_coding"
"25684","ENSDARG00000115875","","7","protein_coding"
"25685","ENSDARG00000113763","","7","protein_coding"
"25686","ENSDARG00000074933","POLG2","6","protein_coding"
"25687","ENSDARG00000116612","hbae5","CHR_ALT_CTG12_1_9","protein_coding"
"25688","ENSDARG00000113602","slc27a4","CHR_ALT_CTG10_1_11","protein_coding"
"25689","ENSDARG00000110442","paxbp1","CHR_ALT_CTG10_1_23","protein_coding"
"25690","ENSDARG00000109563","LSM10","KZ116053.1","protein_coding"
